"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 01 06:35:26 GMT 2023","Wed Nov 01 06:35:27 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepDoubleType","getUnitsListStepDoubleType","Негативный тест Получение массива всех Единиц измерения, поле Step Дробное число"
"passed","Wed Nov 01 06:35:23 GMT 2023","Wed Nov 01 06:35:24 GMT 2023","839","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStep1024","getUnitsListStep1024","Негативный тест Получение массива всех Единиц измерения, поле Step 1024 символа"
"passed","Wed Nov 01 06:35:08 GMT 2023","Wed Nov 01 06:35:09 GMT 2023","1001","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepSpecialSymbol","getUnifiedClassifierListStepSpecialSymbol","Негативный тест Получение массива Единый классификатор, поле Step строка Спецсимволы"
"passed","Wed Nov 01 06:35:11 GMT 2023","Wed Nov 01 06:35:12 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuid","getUnitsGuid","Получение единиц измерения по Гуид"
"passed","Wed Nov 01 06:34:28 GMT 2023","Wed Nov 01 06:34:29 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepMaxPlus","getEopListStepMaxPlus","Негативный тест Получение массива Единый ограничительный перечень, поле Step (Max+1)"
"passed","Wed Nov 01 06:35:17 GMT 2023","Wed Nov 01 06:35:18 GMT 2023","994","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuidNegativeNumber","getUnitsGuidNegativeNumber","Негативный тест Получение единиц измерения по Гуид, отрицательное число"
"passed","Wed Nov 01 06:34:46 GMT 2023","Wed Nov 01 06:34:47 GMT 2023","999","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuidTwoSpacies","getUnifiedClassifierGuidTwoSpacies","Негативный тест Получение единого классификатора по Гуид, пробелы в начале и в конце"
"passed","Wed Nov 01 06:34:12 GMT 2023","Wed Nov 01 06:34:15 GMT 2023","3284","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopList","getEopList","Получение массива всех категорий Единый ограничительный перечень, валидация Json схема"
"passed","Wed Nov 01 06:34:27 GMT 2023","Wed Nov 01 06:34:28 GMT 2023","1256","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepMaxInteger","getEopListStepMaxInteger","Негативный тест Получение массива Единый ограничительный перечень, поле Step Max Integer"
"passed","Wed Nov 01 06:34:06 GMT 2023","Wed Nov 01 06:34:07 GMT 2023","994","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopGuidMaxPlus","getEopGuidMaxPlus","Негативный тест (Max+1) Получение единого ограничительного перечня по Гуид"
"passed","Wed Nov 01 06:35:38 GMT 2023","Wed Nov 01 06:35:39 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepSpecialSymbol","getUnitsListStepSpecialSymbol","Негативный тест Получение массива всех Единиц измерения, поле Step строка Спецсимволы"
"passed","Wed Nov 01 06:35:36 GMT 2023","Wed Nov 01 06:35:37 GMT 2023","996","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepSelect","getUnitsListStepSelect","Негативный тест Получение массива всех Единиц измерения, поле Step строка select"
"passed","Wed Nov 01 06:34:35 GMT 2023","Wed Nov 01 06:34:36 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepZero","getEopListStepZero","Негативный тест Получение массива Единый ограничительный перечень, поле Step равен 0"
"passed","Wed Nov 01 06:35:12 GMT 2023","Wed Nov 01 06:35:13 GMT 2023","996","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuid1024letters","getUnitsGuid1024letters","Негативный тест Получение единиц измерения по Гуид,Инъекция"
"passed","Wed Nov 01 06:35:31 GMT 2023","Wed Nov 01 06:35:32 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepInjection","getUnitsListStepInjection","Негативный тест Получение массива всех Единиц измерения, поле Step Инъекция"
"passed","Wed Nov 01 06:34:52 GMT 2023","Wed Nov 01 06:34:53 GMT 2023","1001","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepDoubleType","getUnifiedClassifierListStepDoubleType","Негативный тест Получение массива Единый классификатор, поле Step Дробное число"
"passed","Wed Nov 01 06:35:21 GMT 2023","Wed Nov 01 06:35:22 GMT 2023","1003","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuidTwoSpacies","getUnitsGuidTwoSpacies","Негативный тест Получение единиц измерения по Гуид, пробелы в начале и в конце"
"passed","Wed Nov 01 06:34:33 GMT 2023","Wed Nov 01 06:34:34 GMT 2023","996","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepSpecialSymbol","getEopListStepSpecialSymbol","Негативный тест Получение массива Единый классификатор, поле Step строка Спецсимволы"
"passed","Wed Nov 01 06:34:44 GMT 2023","Wed Nov 01 06:34:45 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuidSelect","getUnifiedClassifierGuidSelect","Негативный тест Получение единого классификатора по Гуид, Select"
"passed","Wed Nov 01 06:34:43 GMT 2023","Wed Nov 01 06:34:44 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuidNotExist","getUnifiedClassifierGuidNotExist","Негативный тест Получение единого классификатора по Гуид, несуществующий Гуид 36 символов"
"passed","Wed Nov 01 06:34:37 GMT 2023","Wed Nov 01 06:34:38 GMT 2023","994","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuid1024letters","getUnifiedClassifierGuid1024letters","Негативный тест Получение единого классификатора по Гуид, 1024 буквы"
"passed","Wed Nov 01 06:34:17 GMT 2023","Wed Nov 01 06:34:18 GMT 2023","997","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepDigitLatin","getEopListStepDigitLatin","Негативный тест Получение массива Единый ограничительный перечень, поле Step строка цифры+латинница"
"passed","Wed Nov 01 06:35:06 GMT 2023","Wed Nov 01 06:35:07 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepSelect","getUnifiedClassifierListStepSelect","Негативный тест Получение массива Единый классификатор, поле Step строка select"
"passed","Wed Nov 01 06:34:24 GMT 2023","Wed Nov 01 06:34:25 GMT 2023","941","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepInjection","getEopListStepInjection","Негативный тест Получение массива Единый ограничительный перечень, поле Step Инъекция"
"passed","Wed Nov 01 06:35:04 GMT 2023","Wed Nov 01 06:35:05 GMT 2023","1032","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepMinMinus","getUnifiedClassifierListStepMinMinus","Позитивный тест Получение массива Единый классификатор, поле Step 1"
"passed","Wed Nov 01 06:35:10 GMT 2023","Wed Nov 01 06:35:11 GMT 2023","995","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepZero","getUnifiedClassifierListStepZero","Негативный тест Получение массива Единый классификатор, поле Step равен 0"
"passed","Wed Nov 01 06:33:57 GMT 2023","Wed Nov 01 06:34:00 GMT 2023","3375","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","geUnitsListStepMaxInteger","geUnitsListStepMaxInteger","Негативный тест Получение массива всех Единиц измерения, поле Step Max Integer"
"passed","Wed Nov 01 06:35:27 GMT 2023","Wed Nov 01 06:35:28 GMT 2023","1155","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepEqual100","getUnitsListStepEqual100","Получение массива всех категорий Единый ограничительный перечень из 100 объектов"
"passed","Wed Nov 01 06:34:20 GMT 2023","Wed Nov 01 06:34:22 GMT 2023","1259","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepEqual199","getEopListStepEqual199","Получение массива всех категорий Единый ограничительный перечень из 199 объектов"
"passed","Wed Nov 01 06:34:30 GMT 2023","Wed Nov 01 06:34:31 GMT 2023","980","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepNegativeNumber","getEopListStepNegativeNumber","Негативный тест Получение массива Единый ограничительный перечень, поле Step отрицательное число"
"passed","Wed Nov 01 06:35:22 GMT 2023","Wed Nov 01 06:35:23 GMT 2023","1158","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsList","getUnitsList","Получение массива единиц измерения"
"passed","Wed Nov 01 06:34:42 GMT 2023","Wed Nov 01 06:34:43 GMT 2023","991","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuidNegativeNumber","getUnifiedClassifierGuidNegativeNumber","Негативный тест Получение единого классификатора по Гуид, отрицательное число"
"passed","Wed Nov 01 06:35:28 GMT 2023","Wed Nov 01 06:35:29 GMT 2023","994","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepEqual199","getUnitsListStepEqual199","Получение массива всех категорий Единый ограничительный перечень из 199 объектов"
"passed","Wed Nov 01 06:35:39 GMT 2023","Wed Nov 01 06:35:40 GMT 2023","1001","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepTwoSpacesAndDigit","getUnitsListStepTwoSpacesAndDigit","Негативный тест Получение массива всех Единиц измерения, поле Step пробел перед числом и после"
"passed","Wed Nov 01 06:34:55 GMT 2023","Wed Nov 01 06:34:57 GMT 2023","2260","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepEqual199","getUnifiedClassifierListStepEqual199","Получение массива Единый классификатор из 199 объектов"
"passed","Wed Nov 01 06:34:10 GMT 2023","Wed Nov 01 06:34:11 GMT 2023","997","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopGuidSpaciesIn","getEopGuidSpaciesIn","Негативный тест Получение еединого оганичительного перечня по Гуид, пробелы в середине строки"
"passed","Wed Nov 01 06:34:59 GMT 2023","Wed Nov 01 06:35:00 GMT 2023","835","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepInjection","getUnifiedClassifierListStepInjection","Негативный тест Получение массива Единый классификатор, поле Step Инъекция"
"passed","Wed Nov 01 06:34:58 GMT 2023","Wed Nov 01 06:34:59 GMT 2023","1125","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepEqual6","getUnifiedClassifierListStepEqual6","Получение массива Единый классификатор из 6 объектов"
"passed","Wed Nov 01 06:35:18 GMT 2023","Wed Nov 01 06:35:19 GMT 2023","999","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuidNotExist","getUnitsGuidNotExist","Негативный тест Получение единиц измерения по Гуид, несуществующий Гуид 36 символов"
"passed","Wed Nov 01 06:35:13 GMT 2023","Wed Nov 01 06:35:14 GMT 2023","1002","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuidCombination","getUnitsGuidCombination","Негативный тест Получение единиц измерения по Гуид, комбинация латинница, спецсимволы, кириллица числа"
"passed","Wed Nov 01 06:35:30 GMT 2023","Wed Nov 01 06:35:31 GMT 2023","988","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepEqual6","getUnitsListStepEqual6","Получение массива всех категорий Единый ограничительный перечень из 6 объектов"
"passed","Wed Nov 01 06:34:41 GMT 2023","Wed Nov 01 06:34:42 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuidMaxPlus","getUnifiedClassifierGuidMaxPlus","Негативный тест (Max+1) Получение единого классификатора по Гуид"
