"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 31 15:31:37 GMT 2023","Tue Oct 31 15:31:38 GMT 2023","1052","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierGuid","getUnifiedClassifierGuid","Получение единого классификатора по Гуид"
"passed","Tue Oct 31 15:32:00 GMT 2023","Tue Oct 31 15:32:01 GMT 2023","1158","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnifiedClassifierListStepEqual6","getUnifiedClassifierListStepEqual6","Получение массива Единый классификатор из 6 объектов"
"passed","Tue Oct 31 15:35:53 GMT 2023","Tue Oct 31 15:35:54 GMT 2023","999","Surefire suite","Surefire test","AutoTest.AuxiliaryTest","AutoTest.AuxiliaryTest","getListOfChangesNegative","getListOfChangesNegative","Невалидные значения Степ Проверка списка изменений"
"passed","Tue Oct 31 15:30:57 GMT 2023","Tue Oct 31 15:30:58 GMT 2023","979","Surefire suite","Surefire test","Test.TestPostRequest","Test.TestPostRequest","postNomenclatureChangeRequestMaxPlus1Type1","postNomenclatureChangeRequestMaxPlus1Type1","Формирование заявки на добавление записи c Макс+1 в атрибутах Тип = 1"
"passed","Tue Oct 31 15:33:27 GMT 2023","Tue Oct 31 15:33:28 GMT 2023","1007","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getOkpdListStepZero","getOkpdListStepZero","Негативный тест Получение массива ОКПД, поле Step равен 0"
"passed","Tue Oct 31 15:31:21 GMT 2023","Tue Oct 31 15:31:23 GMT 2023","2370","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepEqual199","getEopListStepEqual199","Получение массива всех категорий Единый ограничительный перечень из 199 объектов"
"passed","Tue Oct 31 15:35:31 GMT 2023","Tue Oct 31 15:35:32 GMT 2023","996","Surefire suite","Surefire test","AutoTest.NomenclatureTest","AutoTest.NomenclatureTest","getNomenclatureSearchNegative","getNomenclatureSearchNegative","Негативные тесты"
"passed","Tue Oct 31 15:32:19 GMT 2023","Tue Oct 31 15:32:20 GMT 2023","998","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsGuidNegativeNumber","getUnitsGuidNegativeNumber","Негативный тест Получение единиц измерения по Гуид, отрицательное число"
"passed","Tue Oct 31 15:34:42 GMT 2023","Tue Oct 31 15:34:43 GMT 2023","952","Surefire suite","Surefire test","AutoTest.NomenclatureTest","AutoTest.NomenclatureTest","getBasicServicesGuidDataProvider","getBasicServicesGuidDataProvider","Получение базовой услуги по Гуид, негативные тесты"
"passed","Tue Oct 31 15:34:09 GMT 2023","Tue Oct 31 15:34:10 GMT 2023","987","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getTnvedGuidMaxPlus","getTnvedGuidMaxPlus","Негативный тест (Max+1) Получение ТНВЕД по Гуид"
"passed","Tue Oct 31 15:35:28 GMT 2023","Tue Oct 31 15:35:29 GMT 2023","1000","Surefire suite","Surefire test","AutoTest.NomenclatureTest","AutoTest.NomenclatureTest","getNomenclatureSearchNegative","getNomenclatureSearchNegative","Негативные тесты"
"passed","Tue Oct 31 15:34:20 GMT 2023","Tue Oct 31 15:34:21 GMT 2023","993","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getTnvedListStepDigitLatin","getTnvedListStepDigitLatin","Негативный тест Получение массива ТНВEД, поле Step строка цифры+латинница"
"passed","Tue Oct 31 15:30:36 GMT 2023","Tue Oct 31 15:30:37 GMT 2023","1014","Surefire suite","Surefire test","Test.TestPostRequest","Test.TestPostRequest","postNomenclatureChangeRequestMapType0_2_RequiredFieldsIsEmpty","postNomenclatureChangeRequestMapType0_2_RequiredFieldsIsEmpty","Создаем заявку Запрос и изменение с пустыми обязательними полями Тип = 0, 2"
"passed","Tue Oct 31 15:34:43 GMT 2023","Tue Oct 31 15:34:44 GMT 2023","981","Surefire suite","Surefire test","AutoTest.NomenclatureTest","AutoTest.NomenclatureTest","getBasicServicesGuidDataProvider","getBasicServicesGuidDataProvider","Получение базовой услуги по Гуид, негативные тесты"
"passed","Tue Oct 31 15:30:21 GMT 2023","Tue Oct 31 15:30:22 GMT 2023","1802","Surefire suite","Surefire test","Test.TestPostRequest","Test.TestPostRequest","postNomenclatureChangeRequestMapMaxPlusType3","postNomenclatureChangeRequestMapMaxPlusType3","Создаем заявку c Макс+1 на вывод из обращения минимальное количество  Тип = 3"
"passed","Tue Oct 31 15:34:22 GMT 2023","Tue Oct 31 15:34:24 GMT 2023","1738","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getTnvedListStepEqual100","getTnvedListStepEqual100","Получение массива ТНВEД из 100 объектов"
"passed","Tue Oct 31 15:35:49 GMT 2023","Tue Oct 31 15:35:50 GMT 2023","954","Surefire suite","Surefire test","AutoTest.AuxiliaryTest","AutoTest.AuxiliaryTest","getListOfChangesNegative","getListOfChangesNegative","Невалидные значения Степ Проверка списка изменений"
"passed","Tue Oct 31 15:31:04 GMT 2023","Tue Oct 31 15:31:05 GMT 2023","1001","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopGuidCombination","getEopGuidCombination","Негативный тест Получение единого оганичительного перечня по Гуид, комбинация латинница, спецсимволы, кириллица числа"
"passed","Tue Oct 31 15:31:31 GMT 2023","Tue Oct 31 15:31:32 GMT 2023","987","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepNegativeNumber","getEopListStepNegativeNumber","Негативный тест Получение массива Единый ограничительный перечень, поле Step отрицательное число"
"passed","Tue Oct 31 15:32:33 GMT 2023","Tue Oct 31 15:32:34 GMT 2023","972","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getUnitsListStepInjection","getUnitsListStepInjection","Негативный тест Получение массива всех Единиц измерения, поле Step Инъекция"
"passed","Tue Oct 31 15:31:13 GMT 2023","Tue Oct 31 15:31:16 GMT 2023","2474","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopList","getEopList","Получение массива всех категорий Единый ограничительный перечень, валидация Json схема"
"passed","Tue Oct 31 15:33:31 GMT 2023","Tue Oct 31 15:33:32 GMT 2023","997","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getOkvedGuidCombination","getOkvedGuidCombination","Негативный тест Получение Okved по Гуид, комбинация латинница, спецсимволы, кириллица числа"
"passed","Tue Oct 31 15:31:33 GMT 2023","Tue Oct 31 15:31:34 GMT 2023","994","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepSpaces","getEopListStepSpaces","Негативный тест Получение массива Единый ограничительный перечень, поле Step 3 пробела"
"passed","Tue Oct 31 15:30:56 GMT 2023","Tue Oct 31 15:30:57 GMT 2023","1003","Surefire suite","Surefire test","Test.TestPostRequest","Test.TestPostRequest","postNomenclatureChangeRequestMaxPlus1","postNomenclatureChangeRequestMaxPlus1","Создаем заявку c Макс+1 в атрибутах Тип=0  2"
"passed","Tue Oct 31 15:34:15 GMT 2023","Tue Oct 31 15:34:18 GMT 2023","2542","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getTnvedList","getTnvedList","Получение списка ТНВEД"
"passed","Tue Oct 31 15:31:16 GMT 2023","Tue Oct 31 15:31:17 GMT 2023","1005","Surefire suite","Surefire test","AutoTest.ClassifierTest","AutoTest.ClassifierTest","getEopListStepDigitAndSpace","getEopListStepDigitAndSpace","Негативный тест Получение массива Единый ограничительный перечень, поле Step пробел в середине числа"
"passed","Tue Oct 31 15:33:18 GMT 2023","Tue Oct 31 15:33:20 GMT 2023","1791","Surefire suite","Surefire test","AutoTest.ClassifireIsAllRussianTest","AutoTest.ClassifireIsAllRussianTest","getOkpdListStepIsEmpty","getOkpdListStepIsEmpty","Получение массива ОКПД, поле Step пустое"
"failed","Tue Oct 31 15:32:54 GMT 2023","Tue Oct 31 15:32:56 GMT 2023","1392","Surefire suite","Surefire test","AutoTest.ApplicationTest","AutoTest.ApplicationTest","getTestChangeRequestGuid5","getTestChangeRequestGuid5","Получение заявки по Гуид на изменение Type = 5 , валидация по схеме Json"
